10C,3,122.800,"GALT"
10C,4,122.800,"GALT"
10C,8,120.550,"CHICAGO"
10C,9,120.550,"CHICAGO"
10CO,0,0,"Mack Mesa"
10CO,2,122.900,"MACK"
10CO,4,122.900,"MACK"
10D,0,0,"Winsted Muni"
10D,2,122.900,"WINSTED MUN"
10D,4,122.900,"WINSTED MUN"
10F,0,0,"Rosser Ranch"
10F,2,122.900,"ROSSER RANCH"
10F,4,122.900,"ROSSER RANCH"
10G,0,0,"Holmes County"
10G,2,123.400,"ACTIVATE LIGHTS ONLY"
10G,3,123.000,"HOLMES CO"
10G,4,123.000,"HOLMES CO"
10G,10,124.450,"INDIANAPOLIS"
10G,12,128.325,""
10U,0,0,"Owyhee"
10U,2,122.900,"OWYHEE"
10U,4,122.900,"OWYHEE"
11A,0,0,"Clayton Muni"
11A,2,122.900,"CLAYTON MUN"
11A,4,122.900,"CLAYTON MUN"
11A,8,121.100,"CAIRNS"
11A,9,121.100,"CAIRNS"
11A,12,118.775,""
11G,0,0,"Johnson Field"
11G,2,122.900,"JOHNSON FIELD"
11G,4,122.900,"JOHNSON FIELD"
11K,0,0,"Stromsburg Mun"
11K,2,122.900,"STROMSBURG MUN"
11K,4,122.900,"STROMSBURG MUN"
